year,state_alpha,county_ansi,county_name,commodity_desc,unit_desc,Period,Value,Value_num
2017,ME,027,WALDO,OATS,BU,YEAR,210,210
2017,ME,003,AROOSTOOK,RYE,BU,YEAR,"77,380",77380
2017,ME,031,YORK,RYE,BU,YEAR,"1,769",1769
2017,ME,003,AROOSTOOK,SOYBEANS,BU,YEAR,"39,229",39229
2017,ME,021,PISCATAQUIS,WHEAT,BU,YEAR,480,480
2017,ME,025,SOMERSET,WHEAT,BU,YEAR,160,160
2017,ME,027,WALDO,WHEAT,BU,YEAR,566,566
2017,ME,011,KENNEBEC,WHEAT,BU,YEAR,90,90
2017,ME,021,PISCATAQUIS,WHEAT,BU,YEAR,480,480
2017,ME,025,SOMERSET,WHEAT,BU,YEAR,160,160
2017,ME,027,WALDO,WHEAT,BU,YEAR,566,566
2017,ME,011,KENNEBEC,WHEAT,BU,YEAR,90,90
2022,ME,003,AROOSTOOK,BARLEY,BU,YEAR,"691,001",691001
2022,ME,019,PENOBSCOT,BARLEY,BU,YEAR,900,900
2022,ME,003,AROOSTOOK,BUCKWHEAT,BU,YEAR,"1,003",1003
2022,ME,003,AROOSTOOK,CORN,BU,YEAR,"266,688",266688
2022,ME,025,SOMERSET,CORN,BU,YEAR,"114,590",114590
2022,ME,027,WALDO,CORN,BU,YEAR,75,75
2022,ME,029,WASHINGTON,CORN,BU,YEAR,"1,280",1280
2022,ME,005,CUMBERLAND,CORN,BU,YEAR,"66,640",66640
2022,ME,007,FRANKLIN,CORN,BU,YEAR,"54,540",54540
2022,ME,011,KENNEBEC,CORN,BU,YEAR,"25,156",25156
2022,ME,013,KNOX,CORN,BU,YEAR,768,768
2022,ME,017,OXFORD,CORN,BU,YEAR,"284,449",284449
2022,ME,031,YORK,CORN,BU,YEAR,"8,910",8910
2022,ME,003,AROOSTOOK,CORN,TONS,YEAR,"12,045",12045
2022,ME,019,PENOBSCOT,CORN,TONS,YEAR,"74,761",74761
2022,ME,021,PISCATAQUIS,CORN,TONS,YEAR,"23,660",23660
2022,ME,025,SOMERSET,CORN,TONS,YEAR,"54,728",54728
2022,ME,027,WALDO,CORN,TONS,YEAR,"29,741",29741
2022,ME,001,ANDROSCOGGIN,CORN,TONS,YEAR,"8,472",8472
2022,ME,005,CUMBERLAND,CORN,TONS,YEAR,"15,538",15538
2022,ME,011,KENNEBEC,CORN,TONS,YEAR,"101,255",101255
2022,ME,017,OXFORD,CORN,TONS,YEAR,"5,908",5908
2022,ME,023,SAGADAHOC,CORN,TONS,YEAR,"3,450",3450
2022,ME,031,YORK,CORN,TONS,YEAR,"7,712",7712
2022,ME,003,AROOSTOOK,HAY,TONS,YEAR,"28,735",28735
2022,ME,009,HANCOCK,HAY,TONS,YEAR,"2,203",2203
2022,ME,019,PENOBSCOT,HAY,TONS,YEAR,"12,385",12385
2022,ME,021,PISCATAQUIS,HAY,TONS,YEAR,"3,241",3241
2022,ME,025,SOMERSET,HAY,TONS,YEAR,"12,856",12856
2022,ME,027,WALDO,HAY,TONS,YEAR,"8,502",8502
2022,ME,029,WASHINGTON,HAY,TONS,YEAR,806,806
2022,ME,001,ANDROSCOGGIN,HAY,TONS,YEAR,"15,080",15080
2022,ME,005,CUMBERLAND,HAY,TONS,YEAR,"9,580",9580
2022,ME,007,FRANKLIN,HAY,TONS,YEAR,"7,696",7696
2022,ME,011,KENNEBEC,HAY,TONS,YEAR,"15,590",15590
2022,ME,013,KNOX,HAY,TONS,YEAR,"3,473",3473
2022,ME,015,LINCOLN,HAY,TONS,YEAR,"3,308",3308
2022,ME,017,OXFORD,HAY,TONS,YEAR,"8,551",8551
2022,ME,023,SAGADAHOC,HAY,TONS,YEAR,"3,058",3058
2022,ME,031,YORK,HAY,TONS,YEAR,"7,734",7734
2022,ME,003,AROOSTOOK,HAY,TONS,YEAR,"4,438",4438
2022,ME,009,HANCOCK,HAY,TONS,YEAR,22,22
2022,ME,019,PENOBSCOT,HAY,TONS,YEAR,"1,370",1370
2022,ME,021,PISCATAQUIS,HAY,TONS,YEAR,643,643
2022,ME,025,SOMERSET,HAY,TONS,YEAR,"1,324",1324
2022,ME,027,WALDO,HAY,TONS,YEAR,394,394
2022,ME,029,WASHINGTON,HAY,TONS,YEAR,53,53
2022,ME,001,ANDROSCOGGIN,HAY,TONS,YEAR,778,778
2022,ME,005,CUMBERLAND,HAY,TONS,YEAR,493,493
2022,ME,007,FRANKLIN,HAY,TONS,YEAR,250,250
2022,ME,011,KENNEBEC,HAY,TONS,YEAR,"1,200",1200
2022,ME,013,KNOX,HAY,TONS,YEAR,99,99
2022,ME,015,LINCOLN,HAY,TONS,YEAR,712,712
2022,ME,017,OXFORD,HAY,TONS,YEAR,794,794
2022,ME,023,SAGADAHOC,HAY,TONS,YEAR,538,538
2022,ME,031,YORK,HAY,TONS,YEAR,750,750
2022,ME,003,AROOSTOOK,HAY,TONS,YEAR,"33,173",33173
2022,ME,009,HANCOCK,HAY,TONS,YEAR,"2,225",2225
2022,ME,019,PENOBSCOT,HAY,TONS,YEAR,"13,755",13755
2022,ME,021,PISCATAQUIS,HAY,TONS,YEAR,"3,884",3884
2022,ME,025,SOMERSET,HAY,TONS,YEAR,"14,180",14180
2022,ME,027,WALDO,HAY,TONS,YEAR,"8,896",8896
2022,ME,029,WASHINGTON,HAY,TONS,YEAR,859,859
2022,ME,001,ANDROSCOGGIN,HAY,TONS,YEAR,"15,858",15858
2022,ME,005,CUMBERLAND,HAY,TONS,YEAR,"10,073",10073
2022,ME,007,FRANKLIN,HAY,TONS,YEAR,"7,946",7946
2022,ME,011,KENNEBEC,HAY,TONS,YEAR,"16,790",16790
2022,ME,013,KNOX,HAY,TONS,YEAR,"3,572",3572
2022,ME,015,LINCOLN,HAY,TONS,YEAR,"4,020",4020
2022,ME,017,OXFORD,HAY,TONS,YEAR,"9,345",9345
2022,ME,023,SAGADAHOC,HAY,TONS,YEAR,"3,596",3596
2022,ME,031,YORK,HAY,TONS,YEAR,"8,484",8484
2022,ME,003,AROOSTOOK,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"48,986",48986
2022,ME,009,HANCOCK,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"2,509",2509
2022,ME,019,PENOBSCOT,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"33,571",33571
2022,ME,021,PISCATAQUIS,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"10,506",10506
2022,ME,025,SOMERSET,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"43,671",43671
2022,ME,027,WALDO,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"29,312",29312
2022,ME,029,WASHINGTON,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"1,496",1496
2022,ME,001,ANDROSCOGGIN,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"20,728",20728
2022,ME,005,CUMBERLAND,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"17,004",17004
2022,ME,007,FRANKLIN,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"11,678",11678
2022,ME,011,KENNEBEC,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"52,300",52300
2022,ME,013,KNOX,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"7,208",7208
2022,ME,015,LINCOLN,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"6,282",6282
2022,ME,017,OXFORD,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"16,810",16810
2022,ME,023,SAGADAHOC,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"6,669",6669
2022,ME,031,YORK,HAY & HAYLAGE,"TONS, DRY BASIS",YEAR,"13,501",13501
2022,ME,003,AROOSTOOK,HAYLAGE,TONS,YEAR,"17,158",17158
2022,ME,019,PENOBSCOT,HAYLAGE,TONS,YEAR,"27,417",27417
2022,ME,025,SOMERSET,HAYLAGE,TONS,YEAR,"53,318",53318
2022,ME,027,WALDO,HAYLAGE,TONS,YEAR,"39,975",39975
2022,ME,029,WASHINGTON,HAYLAGE,TONS,YEAR,"1,285",1285
2022,ME,001,ANDROSCOGGIN,HAYLAGE,TONS,YEAR,"8,730",8730
2022,ME,005,CUMBERLAND,HAYLAGE,TONS,YEAR,"12,372",12372
2022,ME,007,FRANKLIN,HAYLAGE,TONS,YEAR,"6,085",6085
2022,ME,011,KENNEBEC,HAYLAGE,TONS,YEAR,"51,743",51743
2022,ME,015,LINCOLN,HAYLAGE,TONS,YEAR,"4,500",4500
2022,ME,017,OXFORD,HAYLAGE,TONS,YEAR,"13,919",13919
2022,ME,031,YORK,HAYLAGE,TONS,YEAR,"8,324",8324
2022,ME,003,AROOSTOOK,HAYLAGE,TONS,YEAR,"14,835",14835
2022,ME,019,PENOBSCOT,HAYLAGE,TONS,YEAR,"12,663",12663
2022,ME,025,SOMERSET,HAYLAGE,TONS,YEAR,"6,352",6352
2022,ME,027,WALDO,HAYLAGE,TONS,YEAR,"1,343",1343
2022,ME,001,ANDROSCOGGIN,HAYLAGE,TONS,YEAR,"1,124",1124
2022,ME,005,CUMBERLAND,HAYLAGE,TONS,YEAR,"1,643",1643
2022,ME,007,FRANKLIN,HAYLAGE,TONS,YEAR,"1,460",1460
2022,ME,011,KENNEBEC,HAYLAGE,TONS,YEAR,"20,096",20096
2022,ME,015,LINCOLN,HAYLAGE,TONS,YEAR,80,80
2022,ME,017,OXFORD,HAYLAGE,TONS,YEAR,"1,186",1186
2022,ME,031,YORK,HAYLAGE,TONS,YEAR,"1,816",1816
2022,ME,003,AROOSTOOK,HAYLAGE,TONS,YEAR,"31,993",31993
2022,ME,009,HANCOCK,HAYLAGE,TONS,YEAR,576,576
2022,ME,019,PENOBSCOT,HAYLAGE,TONS,YEAR,"40,080",40080
2022,ME,021,PISCATAQUIS,HAYLAGE,TONS,YEAR,"13,398",13398
2022,ME,025,SOMERSET,HAYLAGE,TONS,YEAR,"59,670",59670
2022,ME,027,WALDO,HAYLAGE,TONS,YEAR,"41,318",41318
2022,ME,029,WASHINGTON,HAYLAGE,TONS,YEAR,"1,285",1285
2022,ME,001,ANDROSCOGGIN,HAYLAGE,TONS,YEAR,"9,854",9854
2022,ME,005,CUMBERLAND,HAYLAGE,TONS,YEAR,"14,015",14015
2022,ME,007,FRANKLIN,HAYLAGE,TONS,YEAR,"7,545",7545
2022,ME,011,KENNEBEC,HAYLAGE,TONS,YEAR,"71,839",71839
2022,ME,013,KNOX,HAYLAGE,TONS,YEAR,"7,361",7361
2022,ME,015,LINCOLN,HAYLAGE,TONS,YEAR,"4,580",4580
2022,ME,017,OXFORD,HAYLAGE,TONS,YEAR,"15,105",15105
2022,ME,023,SAGADAHOC,HAYLAGE,TONS,YEAR,"6,210",6210
2022,ME,031,YORK,HAYLAGE,TONS,YEAR,"10,140",10140
2022,ME,019,PENOBSCOT,HEMP,LB,YEAR,"1,200",1200
2022,ME,031,YORK,HEMP,LB,YEAR,60,60
2022,ME,025,SOMERSET,HOPS,LB,YEAR,"4,200",4200
2022,ME,003,AROOSTOOK,MAPLE SYRUP,GALLONS,YEAR,"4,526",4526
2022,ME,009,HANCOCK,MAPLE SYRUP,GALLONS,YEAR,89,89
2022,ME,019,PENOBSCOT,MAPLE SYRUP,GALLONS,YEAR,"1,040",1040
2022,ME,021,PISCATAQUIS,MAPLE SYRUP,GALLONS,YEAR,"3,770",3770
2022,ME,025,SOMERSET,MAPLE SYRUP,GALLONS,YEAR,"607,699",607699
2022,ME,027,WALDO,MAPLE SYRUP,GALLONS,YEAR,"4,231",4231
2022,ME,029,WASHINGTON,MAPLE SYRUP,GALLONS,YEAR,838,838
2022,ME,001,ANDROSCOGGIN,MAPLE SYRUP,GALLONS,YEAR,"6,017",6017
2022,ME,005,CUMBERLAND,MAPLE SYRUP,GALLONS,YEAR,"2,266",2266
2022,ME,007,FRANKLIN,MAPLE SYRUP,GALLONS,YEAR,"3,536",3536
2022,ME,011,KENNEBEC,MAPLE SYRUP,GALLONS,YEAR,"1,350",1350
2022,ME,013,KNOX,MAPLE SYRUP,GALLONS,YEAR,308,308
2022,ME,015,LINCOLN,MAPLE SYRUP,GALLONS,YEAR,300,300
2022,ME,017,OXFORD,MAPLE SYRUP,GALLONS,YEAR,"40,902",40902
2022,ME,023,SAGADAHOC,MAPLE SYRUP,GALLONS,YEAR,55,55
2022,ME,031,YORK,MAPLE SYRUP,GALLONS,YEAR,"3,093",3093
2022,ME,027,WALDO,MINT,LB,YEAR,552,552
2022,ME,003,AROOSTOOK,MUSTARD,LB,YEAR,"96,225",96225
2022,ME,003,AROOSTOOK,OATS,BU,YEAR,"1,743,172",1743172
2022,ME,019,PENOBSCOT,OATS,BU,YEAR,"175,355",175355
2022,ME,003,AROOSTOOK,PEAS,CWT,YEAR,"5,280",5280
2022,ME,003,AROOSTOOK,RYE,BU,YEAR,"79,300",79300
2022,ME,003,AROOSTOOK,SOYBEANS,BU,YEAR,"28,970",28970
2022,ME,007,FRANKLIN,SOYBEANS,BU,YEAR,"7,536",7536
2022,ME,003,AROOSTOOK,WHEAT,BU,YEAR,"86,465",86465
2022,ME,019,PENOBSCOT,WHEAT,BU,YEAR,600,600
2022,ME,019,PENOBSCOT,WHEAT,BU,YEAR,600,600
2022,ME,,OTHER COUNTIES,OATS,BU,YEAR,"2,100,000",2100000
