year,county,temp_lo_F,temp_hi_F,temp_avg_F,precip_1wk_inches,precip_1wk_days
2022,PISCATAQUIS,51.6,78.3,64.93,0.78,2.0
2022,SOMERSET,51.5,84.6,69.1,0.73,2.0
2022,WASHINGTON,75.9,2.0,54.7,1.76,1.76
2022,ANDROSCOGGIN,53.9,78.4,66.14,0.65,2.0
2022,WASHINGTON,63.9,82.9,73.36,0.36,1.0
2022,ANDROSCOGGIN,53.3,79.0,66.14,0.86,2.0
2022,HANCOCK,52.9,75.7,64.29,0.13,1.0
2022,YORK,50.7,77.0,63.86,1.1,1.0
2022,CUMBERLAND,55.9,76.9,66.36,1.15,1.0
2022,AROOSTOOK,47.0,75.9,61.43,0.08,2.0
2022,PENOBSCOT,51.6,75.7,63.64,0.5,2.0
2022,FRANKLIN,50.6,70.9,60.71,0.37,3.0
2022,KENNEBEC,56.7,75.1,65.93,1.2,1.0
2022,PENOBSCOT,53.3,75.7,64.5,0.83,2.0
2022,PISCATAQUIS,50.7,73.9,62.29,0.7,2.0
2022,SOMERSET,50.3,76.7,63.5,1.24,3.0
2022,WASHINGTON,72.9,2.0,53.6,1.94,0.46
2022,ANDROSCOGGIN,53.3,72.6,62.93,1.55,4.0
2022,WASHINGTON,60.2,73.8,67.0,0.33,1.0
2022,ANDROSCOGGIN,52.4,74.6,63.5,1.53,3.0
2022,HANCOCK,52.6,75.0,63.79,1.04,1.0
2022,YORK,50.7,69.9,60.29,1.62,3.0
2022,CUMBERLAND,56.3,72.6,64.43,1.39,2.0
2022,AROOSTOOK,48.7,67.9,58.29,0.53,2.0
2022,AROOSTOOK,48.7,66.3,57.5,0.19,1.0
2022,AROOSTOOK,48.7,68.7,58.71,1.15,3.0
2022,PENOBSCOT,52.0,68.3,60.14,1.01,2.0
2022,PISCATAQUIS,51.6,70.2,60.9,0.26,1.0
2022,FRANKLIN,46.8,69.6,58.2,0.16,2.0
2022,KENNEBEC,55.6,73.0,64.29,0.31,3.0
2022,PENOBSCOT,52.3,70.4,61.36,0.26,2.0
2022,PISCATAQUIS,48.1,72.3,60.21,0.33,2.0
2022,SOMERSET,46.9,74.9,60.86,0.08,1.0
2022,WASHINGTON,70.9,2.0,51.9,2.71,0.34
2022,ANDROSCOGGIN,52.9,71.7,62.29,0.45,1.0
2022,WASHINGTON,63.7,78.5,71.08,0.06,1.0
2022,ANDROSCOGGIN,50.4,74.6,62.5,0.1,1.0
2022,HANCOCK,49.5,71.2,60.33,0.07,3.0
2022,YORK,47.9,71.1,59.5,0.48,1.0
2022,CUMBERLAND,52.9,72.7,62.79,0.43,2.0
2022,AROOSTOOK,43.7,59.4,51.57,1.13,3.0
2022,AROOSTOOK,42.3,58.3,50.29,0.95,4.0
2022,AROOSTOOK,44.9,60.6,52.71,2.45,5.0
2022,PENOBSCOT,45.6,61.7,53.64,2.64,4.0
2022,PISCATAQUIS,46.0,55.2,50.6,2.62,5.0
2022,FRANKLIN,43.7,55.9,49.79,4.22,5.0
2022,KENNEBEC,48.6,63.1,55.86,2.27,3.0
2022,PENOBSCOT,48.3,62.9,55.57,3.48,4.0
2022,PISCATAQUIS,45.3,58.3,51.79,3.07,5.0
2022,SOMERSET,46.7,60.5,53.58,3.08,5.0
2022,WASHINGTON,58.1,2.0,44.9,-4.3,4.12
2022,ANDROSCOGGIN,47.1,61.3,54.21,3.49,5.0
2022,WASHINGTON,52.0,65.6,58.79,4.56,5.0
2022,ANDROSCOGGIN,47.1,63.3,55.21,3.2,5.0
2022,HANCOCK,48.3,61.8,55.08,3.82,4.0
2022,YORK,45.4,62.0,53.71,2.76,4.0
2022,CUMBERLAND,47.4,62.9,55.14,2.29,4.0
2022,AROOSTOOK,40.3,61.9,51.07,0.18,1.0
2022,AROOSTOOK,40.7,59.7,50.21,1.05,3.0
2022,AROOSTOOK,39.1,63.6,51.36,0.42,2.0
2022,PENOBSCOT,41.6,65.3,53.43,0.1,1.0
2022,PISCATAQUIS,40.2,63.4,51.8,0.37,2.0
2022,FRANKLIN,39.7,62.4,51.07,0.49,4.0
2022,KENNEBEC,45.3,66.4,55.86,0.08,1.0
2022,PENOBSCOT,42.7,66.0,54.36,0.08,1.0
2022,PISCATAQUIS,38.7,66.9,52.79,0.41,3.0
2022,SOMERSET,37.4,70.2,54.33,0.65,2.0
2022,WASHINGTON,63.6,2.0,43.9,0.81,1.24
2022,ANDROSCOGGIN,42.9,66.4,54.64,0.64,3.0
2022,WASHINGTON,52.6,70.6,61.6,0.29,2.0
2022,ANDROSCOGGIN,40.1,68.1,54.14,0.26,2.0
2022,HANCOCK,45.0,66.7,55.83,0.16,2.0
2022,YORK,38.9,63.4,51.14,0.1,2.0
2022,CUMBERLAND,44.6,64.4,54.5,0.09,1.0
2022,AROOSTOOK,32.9,62.0,47.43,0.14,2.0
2022,AROOSTOOK,35.7,59.4,47.57,0.39,3.0
2022,AROOSTOOK,31.1,62.4,46.79,0.03,1.0
2022,PENOBSCOT,33.9,63.0,48.43,0.18,2.0
2022,PISCATAQUIS,33.1,62.3,47.71,0.0,0.0
2022,KENNEBEC,40.4,64.0,52.21,0.24,2.0
2022,PISCATAQUIS,31.3,63.9,47.57,0.01,1.0
2022,SOMERSET,32.4,66.9,49.64,0.02,1.0
2022,WASHINGTON,61.2,2.0,39.0,-0.15,0.0
2022,ANDROSCOGGIN,38.3,62.7,50.5,0.02,1.0
2022,WASHINGTON,47.8,64.2,56.0,0.0,0.0
2022,ANDROSCOGGIN,38.3,64.3,51.29,0.22,1.0
2022,HANCOCK,36.9,62.9,49.86,0.01,1.0
2022,YORK,36.4,59.7,48.07,0.28,1.0
2022,CUMBERLAND,41.9,62.0,51.93,0.16,1.0
2022,AROOSTOOK,40.7,62.1,51.43,1.79,2.0
2022,AROOSTOOK,42.1,59.7,50.93,2.03,2.0
2022,AROOSTOOK,39.9,63.4,51.64,0.64,2.0
2022,PENOBSCOT,40.6,62.9,51.71,3.32,2.0
2022,PISCATAQUIS,33.8,59.2,46.5,0.49,2.0
2022,FRANKLIN,33.9,59.3,46.57,2.85,3.0
2022,KENNEBEC,44.7,63.1,53.93,3.36,3.0
2022,PENOBSCOT,41.3,63.4,52.36,5.0,2.0
2022,PISCATAQUIS,33.0,61.7,47.36,3.2,3.0
2022,SOMERSET,36.1,63.6,49.86,4.07,5.0
2022,WASHINGTON,61.4,2.0,40.9,3.7,1.32
2022,ANDROSCOGGIN,39.7,61.6,50.64,2.83,3.0
2022,WASHINGTON,44.4,65.0,54.7,1.14,3.0
2022,ANDROSCOGGIN,39.3,62.7,51.0,3.3,3.0
2022,HANCOCK,40.9,61.6,51.21,1.58,4.0
2022,YORK,36.9,60.4,48.64,3.58,3.0
2022,CUMBERLAND,42.3,61.1,51.71,3.32,3.0
2022,AROOSTOOK,40.4,62.0,51.21,1.83,2.0
2022,AROOSTOOK,41.4,60.0,50.71,1.52,2.0
2022,AROOSTOOK,39.7,62.4,51.07,1.11,2.0
2022,PENOBSCOT,39.3,62.0,50.64,2.44,3.0
2022,PISCATAQUIS,36.2,60.2,48.2,1.64,2.0
2022,FRANKLIN,33.9,58.4,46.14,0.61,2.0
2022,KENNEBEC,41.9,60.6,51.21,1.64,3.0
2022,PENOBSCOT,41.0,62.0,51.5,2.04,3.0
2022,PISCATAQUIS,37.3,62.2,49.75,1.87,2.0
2022,SOMERSET,35.6,63.4,49.5,2.97,2.0
2022,WASHINGTON,60.7,2.0,40.7,5.83,1.55
2022,ANDROSCOGGIN,37.6,59.6,48.57,1.15,2.0
2022,WASHINGTON,49.5,64.0,56.75,1.12,2.0
2022,ANDROSCOGGIN,36.9,61.4,49.14,2.78,2.0
2022,HANCOCK,41.7,60.3,51.0,1.97,3.0
2022,YORK,31.7,58.6,45.14,1.3,2.0
2022,CUMBERLAND,40.0,59.7,49.86,2.78,3.0
2022,AROOSTOOK,40.3,60.7,50.5,0.7,3.0
2022,AROOSTOOK,42.0,58.4,50.21,0.96,3.0
2022,AROOSTOOK,39.3,61.4,50.36,0.87,2.0
2022,PENOBSCOT,41.0,61.6,51.29,1.77,3.0
2022,PISCATAQUIS,39.3,67.3,53.33,0.71,1.0
2022,FRANKLIN,40.0,60.8,50.42,0.23,3.0
2022,KENNEBEC,43.6,62.3,52.93,1.92,3.0
2022,PENOBSCOT,43.1,63.3,53.21,1.83,3.0
2022,PISCATAQUIS,39.4,61.3,50.36,1.06,3.0
2022,SOMERSET,39.4,63.6,51.5,0.81,4.0
2022,WASHINGTON,60.9,2.0,42.9,9.49,1.59
2022,ANDROSCOGGIN,41.7,59.9,50.79,1.3,4.0
2022,WASHINGTON,49.3,62.8,56.08,1.58,3.0
2022,ANDROSCOGGIN,41.9,61.0,51.43,2.35,4.0
2022,HANCOCK,44.2,60.8,52.5,2.21,4.0
2022,YORK,39.1,59.4,49.29,0.78,4.0
2022,CUMBERLAND,42.9,59.9,51.36,1.57,3.0
2022,AROOSTOOK,39.9,63.7,51.79,0.2,1.0
2022,AROOSTOOK,42.7,63.0,52.86,0.06,1.0
2022,AROOSTOOK,41.3,64.1,52.71,0.19,1.0
2022,PENOBSCOT,39.9,65.7,52.79,0.04,1.0
2022,PISCATAQUIS,31.2,62.0,46.58,0.0,0.0
2022,FRANKLIN,32.4,64.1,48.29,0.0,0.0
2022,PENOBSCOT,42.7,67.0,54.86,0.01,1.0
2022,PISCATAQUIS,32.0,65.7,48.86,0.0,0.0
2022,SOMERSET,31.7,69.3,50.5,0.0,0.0
2022,WASHINGTON,63.1,2.0,41.6,12.53,0.0
2022,ANDROSCOGGIN,39.0,66.7,52.86,0.0,0.0
2022,WASHINGTON,47.7,64.3,56.0,0.0,0.0
2022,ANDROSCOGGIN,35.7,66.6,51.14,0.01,1.0
2022,HANCOCK,39.5,63.2,51.33,0.01,1.0
2022,YORK,33.1,64.9,49.0,0.03,2.0
2022,AROOSTOOK,36.1,48.9,42.5,2.57,5.0
2022,AROOSTOOK,34.0,45.0,39.5,1.73,5.0
2022,AROOSTOOK,36.7,54.7,45.71,3.14,5.0
2022,PENOBSCOT,37.6,56.9,47.21,2.74,4.0
2022,PISCATAQUIS,37.4,59.4,48.43,2.27,3.0
2022,FRANKLIN,35.4,58.6,47.0,1.74,3.0
2022,KENNEBEC,41.0,61.7,51.36,2.1,4.0
2022,PENOBSCOT,40.1,58.7,49.43,2.69,4.0
2022,PISCATAQUIS,37.1,61.7,49.43,2.22,3.0
2022,SOMERSET,36.3,63.3,49.79,2.09,3.0
2022,WASHINGTON,60.0,2.0,39.1,12.36,2.2
2022,ANDROSCOGGIN,39.7,63.1,51.43,1.97,3.0
2022,WASHINGTON,41.8,58.8,50.25,0.05,1.0
2022,ANDROSCOGGIN,38.6,63.1,50.86,1.39,3.0
2022,HANCOCK,39.6,56.7,48.14,2.62,3.0
2022,YORK,36.9,63.4,50.14,1.23,3.0
2022,CUMBERLAND,40.6,62.0,51.29,1.91,4.0
2022,AROOSTOOK,20.0,29.4,24.71,1.04,4.0
2022,AROOSTOOK,19.6,27.7,23.64,0.59,4.0
2022,AROOSTOOK,22.1,31.9,27.0,0.62,3.0
2022,PENOBSCOT,23.9,33.7,28.79,0.61,3.0
2022,PISCATAQUIS,20.9,36.3,28.57,1.19,4.0
2022,FRANKLIN,20.6,37.2,28.9,0.88,2.0
2022,KENNEBEC,26.4,38.7,32.57,0.24,1.0
2022,PENOBSCOT,25.6,41.0,33.29,0.28,1.0
2022,PISCATAQUIS,21.1,36.1,28.64,1.23,2.0
2022,SOMERSET,20.7,39.6,30.14,0.98,2.0
2022,WASHINGTON,34.6,2.0,23.3,-5.57,1.52
2022,ANDROSCOGGIN,23.3,38.9,31.07,0.8,4.0
2022,WASHINGTON,29.0,39.2,34.08,0.86,2.0
2022,ANDROSCOGGIN,24.4,41.0,32.71,1.05,3.0
2022,HANCOCK,25.2,39.8,32.5,0.45,1.0
2022,YORK,22.1,39.1,30.64,1.33,3.0
2022,CUMBERLAND,26.1,41.4,33.79,1.32,2.0
2022,AROOSTOOK,16.6,31.9,24.21,0.4,2.0
2022,AROOSTOOK,17.6,29.1,23.36,0.19,1.0
2022,AROOSTOOK,17.1,36.0,26.57,0.38,2.0
2022,PENOBSCOT,20.3,36.6,28.43,0.36,2.0
2022,FRANKLIN,15.9,33.1,24.5,0.12,2.0
2022,KENNEBEC,25.6,42.3,33.93,0.68,2.0
2022,PENOBSCOT,21.6,41.3,31.43,0.64,2.0
2022,PISCATAQUIS,16.7,35.7,26.21,0.19,2.0
2022,SOMERSET,15.9,38.9,27.36,0.15,1.0
2022,WASHINGTON,35.0,2.0,18.7,-4.87,0.26
2022,ANDROSCOGGIN,19.6,39.6,29.57,0.05,1.0
2022,WASHINGTON,27.1,40.1,33.64,0.9,1.0
2022,ANDROSCOGGIN,20.4,39.9,30.14,0.1,1.0
2022,HANCOCK,20.8,40.7,30.75,0.13,1.0
2022,YORK,19.4,39.7,29.57,0.02,1.0
2022,CUMBERLAND,25.1,45.7,35.43,0.96,2.0
